Mod:Item:MetaData, Localized Name
enderio:block_not_pasture_enlightened_fused_glass:14, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:15, 荧光纯净玻璃
enderio:block_not_pasture_dark_fused_quartz:0, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:1, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:2, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:3, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:4, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:5, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:6, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:7, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:8, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:9, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:10, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:11, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:12, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:13, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:14, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:15, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_glass:0, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:1, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:2, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:3, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:4, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:5, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:6, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:7, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:8, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:9, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:10, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:11, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:12, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:13, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:14, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:15, 黑暗纯净玻璃
enderio:item_soul_vial, 灵魂瓶
enderio:block_detector_block:0, 方块检测器
enderio:block_detector_block_silent:0, 方块检测器（无声）
enderio:item_dark_steel_helmet, 玄钢头盔
enderio:item_dark_steel_chestplate, 玄钢胸甲
enderio:item_dark_steel_leggings, 玄钢护腿
enderio:item_dark_steel_boots, 玄钢靴子
enderio:item_dark_steel_shield, 玄钢盾牌
enderio:item_dark_steel_sword, 终结之剑
enderio:item_dark_steel_pickaxe, 玄钢镐
enderio:item_dark_steel_axe, 玄钢斧
enderio:item_dark_steel_bow, 玄钢弓
enderio:item_dark_steel_shears, 玄钢剪
enderio:item_dark_steel_treetap, 玄钢木龙头
enderio:item_dark_steel_crook, 玄钢钩
enderio:item_dark_steel_hand, 玄钢反铲
enderio:item_inventory_charger_simple, 简易物品栏充能器
enderio:item_inventory_charger_basic, 基础物品栏充能器
enderio:item_inventory_charger, 物品栏充能器
enderio:item_inventory_charger_vibrant, 脉冲物品栏充能器
enderio:item_end_steel_sword, 终结之剑 Ⅱ 型
enderio:item_end_steel_pickaxe, 末影钢镐
enderio:item_end_steel_axe, 末影钢斧
enderio:item_end_steel_bow, 末影钢弓
enderio:item_end_steel_helmet, 末影钢头盔
enderio:item_end_steel_chestplate, 末影钢胸甲
enderio:item_end_steel_leggings, 末影钢护腿
enderio:item_end_steel_boots, 末影钢靴子
enderio:item_end_steel_shield, 末影钢盾
enderio:item_staff_of_levity:0, 飘浮权杖
enderio:item_staff_of_levity:0, 飘浮权杖
enderio:item_dark_steel_upgrade:0, 空白玄钢升级
enderio:item_dark_steel_upgrade:1, 玄钢升级（微型玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（微型玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（迷你玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（迷你玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（口袋玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（口袋玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（地毯）
enderio:item_dark_steel_upgrade:1, 玄钢升级（地毯）
enderio:item_dark_steel_upgrade:1, 玄钢升级（深度）
enderio:item_dark_steel_upgrade:1, 玄钢升级（深度）
enderio:item_dark_steel_upgrade:1, 玄钢升级（存入）
enderio:item_dark_steel_upgrade:1, 玄钢升级（存入）
enderio:item_dark_steel_upgrade:1, 玄钢升级（鞘翅）
enderio:item_dark_steel_upgrade:1, 玄钢升级（鞘翅）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 IV）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 IV）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 V）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 V）
enderio:item_dark_steel_upgrade:1, 玄钢升级（滑翔）
enderio:item_dark_steel_upgrade:1, 玄钢升级（滑翔）
enderio:item_dark_steel_upgrade:1, 玄钢升级（叉子）
enderio:item_dark_steel_upgrade:1, 玄钢升级（叉子）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（夜视）
enderio:item_dark_steel_upgrade:1, 玄钢升级（夜视）
enderio:item_dark_steel_upgrade:1, 玄钢升级（填充）
enderio:item_dark_steel_upgrade:1, 玄钢升级（填充）
enderio:item_dark_steel_upgrade:1, 玄钢升级（简易太阳能）
enderio:item_dark_steel_upgrade:1, 玄钢升级（简易太阳能）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（声波定位）
enderio:item_dark_steel_upgrade:1, 玄钢升级（声波定位）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（勺子）
enderio:item_dark_steel_upgrade:1, 玄钢升级（勺子）
enderio:item_dark_steel_upgrade:1, 玄钢升级（步行辅助）
enderio:item_dark_steel_upgrade:1, 玄钢升级（步行辅助）
enderio:item_dark_steel_upgrade:1, 玄钢升级（脚蹼）
enderio:item_dark_steel_upgrade:1, 玄钢升级（脚蹼）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 IV）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 IV）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 V）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 V）
enderio:item_dark_steel_upgrade:1, 玄钢升级（旅行）
enderio:item_dark_steel_upgrade:1, 玄钢升级（旅行）
enderio:block_death_pouch, 死亡之瓮
enderio:item_owl_egg, 猫头鹰蛋
enderio:block_alloy_endergy:0, 粗钢块
enderio:block_alloy_endergy:1, 晶化合金块
enderio:block_alloy_endergy:2, 旋律合金块
enderio:block_alloy_endergy:3, 恒星合金块
enderio:block_alloy_endergy:4, 晶化粉红史莱姆块
enderio:block_alloy_endergy:5, 充能银块
enderio:block_alloy_endergy:6, 生动合金块
enderio:item_alloy_endergy_ingot:0, 粗钢锭
enderio:item_alloy_endergy_ingot:1, 晶化合金锭
enderio:item_alloy_endergy_ingot:2, 旋律合金锭
enderio:item_alloy_endergy_ingot:3, 恒星合金锭
enderio:item_alloy_endergy_ingot:4, 晶化粉红史莱姆锭
enderio:item_alloy_endergy_ingot:5, 充能银锭
enderio:item_alloy_endergy_ingot:6, 生动合金锭
enderio:item_alloy_endergy_nugget:0, 粗钢粒
enderio:item_alloy_endergy_nugget:1, 晶化合金粒
enderio:item_alloy_endergy_nugget:2, 旋律合金粒
enderio:item_alloy_endergy_nugget:3, 恒星合金粒
enderio:item_alloy_endergy_nugget:4, 晶化粉红史莱姆粒
enderio:item_alloy_endergy_nugget:5, 充能银粒
enderio:item_alloy_endergy_nugget:6, 生动合金粒
enderio:item_alloy_endergy_ball:0, 粗钢磨珠
enderio:item_alloy_endergy_ball:1, 晶化合金磨珠
enderio:item_alloy_endergy_ball:2, 旋律合金磨珠
enderio:item_alloy_endergy_ball:3, 恒星合金磨珠
enderio:item_alloy_endergy_ball:4, 晶化粉红史莱姆磨珠
enderio:item_alloy_endergy_ball:5, 充能银磨珠
enderio:item_alloy_endergy_ball:6, 生动合金磨珠
enderio:item_item_conduit:0, 物品导管
enderio:item_liquid_conduit:0, 流体导管
enderio:item_liquid_conduit:1, 高压流体导管
enderio:item_liquid_conduit:2, 末影流体导管
enderio:item_power_conduit:0, 能量导管
enderio:item_power_conduit:1, 强化能量导管
enderio:item_power_conduit:2, 末影能量导管
enderio:item_redstone_conduit:0, 红石导管
enderio:item_extract_speed_upgrade:0, 导管提取速率升级
enderio:item_extract_speed_downgrade:0, 导管提取速率降级
enderio:item_me_conduit:0, ME导管
enderio:item_me_conduit:1, ME致密导管
enderio:block_inventory_panel, 存储面板
enderio:block_inventory_panel_sensor, 物品感应器
enderio:block_inventory_chest_tiny, 微型存储系统仓库
enderio:block_inventory_chest_small, 小型存储系统仓库
enderio:block_inventory_chest_medium, 中型存储系统仓库
enderio:block_inventory_chest_big, 大型存储系统仓库
enderio:block_inventory_chest_large, 巨型存储系统仓库
enderio:block_inventory_chest_huge, 超级存储系统仓库
enderio:block_inventory_chest_enormous, 终极存储系统仓库
enderio:block_inventory_chest_warehouse, 存储系统仓库货栈
enderio:block_inventory_chest_warehouse13, 物品系统存储器扩展货栈
enderio:item_inventory_remote:0, 远程存储面板
enderio:item_inventory_remote:0, 远程存储面板
enderio:item_inventory_remote:1, 高级远程存储面板
enderio:item_inventory_remote:1, 高级远程存储面板
enderio:item_inventory_remote:2, 末影远程存储面板
enderio:item_inventory_remote:2, 末影远程存储面板
enderio:item_data_conduit:0, 数据导管
enderio:block_simple_furnace, 简易电炉
enderio:block_simple_alloy_smelter, 简易合金炉
enderio:block_alloy_smelter, 合金炉
enderio:block_enhanced_alloy_smelter, 强化合金炉
enderio:block_buffer:0, 物品缓存器
enderio:block_buffer:1, 能量缓存器
enderio:block_buffer:2, 多功能缓存器
enderio:block_buffer:3, 创造模式缓存器
enderio:block_enchanter, 附魔器
enderio:block_farm_station, 种植站
enderio:block_combustion_generator, 燃烧发电机
enderio:block_enhanced_combustion_generator, 强化燃烧发电机
enderio:block_simple_stirling_generator, 简易斯特林发电机
enderio:block_stirling_generator, 斯特林发电机
enderio:block_zombie_generator, 僵尸发电机
enderio:block_franken_zombie_generator, 人造僵尸发电机
enderio:block_ender_generator, 末影人发电机
enderio:block_lava_generator, 熔岩热交换器
enderio:block_killer_joe, 杀手乔
enderio:block_electric_light:0, 电灯
enderio:block_electric_light:1, 电灯（反相）
enderio:block_electric_light:2, 灯
enderio:block_electric_light:3, 灯（反相）
enderio:block_electric_light:4, 无线灯
enderio:block_electric_light:5, 无线灯（反相）
enderio:block_attractor_obelisk, 诱引方尖碑
enderio:block_aversion_obelisk, 排除方尖碑
enderio:block_inhibitor_obelisk, 传送抑制方尖碑
enderio:block_relocator_obelisk, 重定向方尖碑
enderio:block_weather_obelisk, 天气方尖碑
enderio:block_experience_obelisk, 经验方尖碑
enderio:block_painter, 喷涂机
enderio:block_reservoir, 蓄水库
enderio:block_omni_reservoir, 万用蓄水库
enderio:block_simple_sag_mill, 简易 SAG 磨粉机
enderio:block_sag_mill, SAG 磨粉机
enderio:block_enhanced_sag_mill, 强化 SAG 磨粉机
enderio:block_slice_and_splice, 头颅装配机
enderio:block_solar_panel:0, 简易光伏电池
enderio:block_solar_panel:1, 光伏电池
enderio:block_solar_panel:2, 强化光伏电池
enderio:block_solar_panel:3, 脉冲光伏电池
enderio:block_soul_binder, 灵魂绑定器
enderio:block_powered_spawner, 电动刷怪箱
enderio:block_vat, 酿液桶
enderio:block_enhanced_vat, 强化酿液桶
enderio:block_simple_wired_charger, 简易有线充能器
enderio:block_wired_charger, 有线充能器
enderio:block_enhanced_wired_charger, 强化有线充能器
enderio:block_wireless_charger, 无线充能器
enderio:block_normal_wireless_charger, 无线充能天线
enderio:block_enhanced_wireless_charger, 强化无线充能天线
enderio:block_wireless_charger_extension, 无线充能天线放大器
enderio:block_tank:0, 流体储罐
enderio:block_tank:1, 高压流体储罐
enderio:block_transceiver, 空间传送器
enderio:block_vacuum_chest, 虚空箱子
enderio:block_xp_vacuum, 虚空经验箱
enderio:block_niard, 流体填充机
enderio:block_travel_anchor, 旅行锚
enderio:block_tele_pad, 传送台
enderio:block_dialing_device, 坐标记录仪
enderio:block_impulse_hopper, 推力漏斗
enderio:block_simple_crafter, 简易合成器
enderio:block_crafter, 合成器
enderio:block_creative_spawner, 创造模式刷怪箱
enderio:block_cap_bank:0, 创造模式电容库
enderio:block_cap_bank:1, 基础电容库
enderio:block_cap_bank:1, 基础电容库
enderio:block_cap_bank:2, 电容库
enderio:block_cap_bank:2, 电容库
enderio:block_cap_bank:3, 脉冲电容库
enderio:block_cap_bank:3, 脉冲电容库
enderio:block_gauge, 能量存量计
enderio:block_power_monitor, 能量监控器
enderio:block_advanced_power_monitor, 图形化能量监控器
cfm:coffee_table_oak, 橡木咖啡桌
cfm:coffee_table_spruce, 云杉木咖啡桌
cfm:coffee_table_birch, 白桦木咖啡桌
cfm:coffee_table_jungle, 丛林木咖啡桌
cfm:coffee_table_acacia, 金合欢木咖啡桌
cfm:coffee_table_dark_oak, 深色橡木咖啡桌
cfm:coffee_table_stone, 石质咖啡桌
cfm:coffee_table_granite, 花岗岩咖啡桌
cfm:coffee_table_diorite, 闪长岩咖啡桌
cfm:coffee_table_andesite, 安山岩咖啡桌
cfm:table_oak, 橡木桌
cfm:table_spruce, 云杉木桌
cfm:table_birch, 白桦木桌
cfm:table_jungle, 丛林木桌
cfm:table_acacia, 金合欢木桌
cfm:table_dark_oak, 深色橡木桌
cfm:table_stone, 石桌
cfm:table_granite, 花岗岩桌
cfm:table_diorite, 闪长岩桌
cfm:table_andesite, 安山岩桌
cfm:chair_oak, 橡木椅子
cfm:chair_spruce, 云杉木椅子
cfm:chair_birch, 白桦木椅子
cfm:chair_jungle, 丛林木椅子
cfm:chair_acacia, 金合欢木椅子
cfm:chair_dark_oak, 深色橡木椅子
cfm:chair_stone, 石椅子
cfm:chair_granite, 花岗岩椅子
cfm:chair_diorite, 闪长岩椅子
cfm:chair_andesite, 安山岩椅子
cfm:freezer, 冰冻器
cfm:cabinet_oak, 橡木柜
cfm:cabinet_spruce, 云杉木柜
cfm:cabinet_birch, 白桦木柜
cfm:cabinet_jungle, 丛林木柜
cfm:cabinet_acacia, 金合欢木柜
cfm:cabinet_dark_oak, 深色橡木柜
cfm:cabinet_stone, 石质橱柜
cfm:cabinet_granite, 花岗岩橱柜
cfm:cabinet_diorite, 闪长岩橱柜
cfm:cabinet_andesite, 安山岩橱柜
cfm:couch:0, 白色沙发
cfm:couch:1, 橙色沙发
cfm:couch:2, 品红色沙发
cfm:couch:3, 淡蓝色沙发
cfm:couch:4, 黄色沙发
cfm:couch:5, 黄绿色沙发
cfm:couch:6, 粉红色沙发
cfm:couch:7, 灰色沙发
cfm:couch:8, 淡灰色沙发
cfm:couch:9, 青色沙发
cfm:couch:10, 紫色沙发
cfm:couch:11, 蓝色沙发
cfm:couch:12, 棕色沙发
cfm:couch:13, 绿色沙发
cfm:couch:14, 红色沙发
cfm:couch:15, 黑色沙发
cfm:couch_jeb, 狂欢沙发
cfm:lamp_off:0, 白色灯
cfm:lamp_off:1, 橙色灯
cfm:lamp_off:2, 品红色灯
cfm:lamp_off:3, 淡蓝色灯
cfm:lamp_off:4, 黄色灯
cfm:lamp_off:5, 黄绿色灯
cfm:lamp_off:6, 粉红色灯
cfm:lamp_off:7, 灰色灯
cfm:lamp_off:8, 淡灰色灯
cfm:lamp_off:9, 青色灯
cfm:lamp_off:10, 紫色灯
cfm:lamp_off:11, 蓝色灯
cfm:lamp_off:12, 棕色灯
cfm:lamp_off:13, 绿色灯
cfm:lamp_off:14, 红色灯
cfm:lamp_off:15, 黑色灯
cfm:blinds_open, 橡木百叶窗
cfm:blinds_spruce_open, 云杉木百叶窗
cfm:blinds_birch_open, 白桦木百叶窗
cfm:blinds_jungle_open, 丛林木百叶窗
cfm:blinds_acacia_open, 金合欢木百叶窗
cfm:blinds_dark_oak_open, 深色橡木百叶窗
cfm:curtains_open:0, 白色窗帘
cfm:curtains_open:1, 橙色窗帘
cfm:curtains_open:2, 品红色窗帘
cfm:curtains_open:3, 淡蓝色窗帘
cfm:curtains_open:4, 黄色窗帘
cfm:curtains_open:5, 黄绿色窗帘
cfm:curtains_open:6, 粉红色窗帘
cfm:curtains_open:7, 灰色窗帘
cfm:curtains_open:8, 淡灰色窗帘
cfm:curtains_open:9, 青色窗帘
cfm:curtains_open:10, 紫色窗帘
cfm:curtains_open:11, 蓝色窗帘
cfm:curtains_open:12, 棕色窗帘
cfm:curtains_open:13, 绿色窗帘
cfm:curtains_open:14, 红色窗帘
cfm:curtains_open:15, 黑色窗帘
cfm:bedside_cabinet_oak, 橡木床头柜
cfm:bedside_cabinet_spruce, 云杉木床头柜
cfm:bedside_cabinet_birch, 白桦木床头柜
cfm:bedside_cabinet_jungle, 丛林木床头柜
cfm:bedside_cabinet_acacia, 金合欢木床头柜
cfm:bedside_cabinet_dark_oak, 深色橡木床头柜
cfm:bedside_cabinet_stone, 石质床头柜
cfm:bedside_cabinet_granite, 花岗岩床头柜
cfm:bedside_cabinet_diorite, 闪长岩床头柜
cfm:bedside_cabinet_andesite, 安山岩床头柜
cfm:oven, 烤箱
cfm:range_hood, 抽油烟机
cfm:hedge_oak, 橡树树篱
cfm:hedge_spruce, 云杉树篱
cfm:hedge_birch, 桦木树篱
cfm:hedge_jungle, 丛林树篱
cfm:hedge_acacia, 金合欢树篱
cfm:hedge_dark_oak, 深色橡树树篱
cfm:bird_bath, 小鸟池
cfm:stone_path, 石板路
cfm:white_fence, 白木栅栏
cfm:white_gate, 白色栅栏门
cfm:tap, 水龙头
cfm:mail_box, 橡木信箱
cfm:mail_box_spruce, 云杉木信箱
cfm:mail_box_birch, 白桦木信箱
cfm:mail_box_jungle, 丛林木信箱
cfm:mail_box_acacia, 金合欢木信箱
cfm:mail_box_dark_oak, 深色橡木信箱
cfm:tv, 电视
cfm:computer, 电脑
cfm:printer, 打印机
cfm:electric_fence, 电栅栏
cfm:door_bell, 橡木门铃
cfm:door_bell_spruce, 云杉木门铃
cfm:door_bell_birch, 白桦木门铃
cfm:door_bell_jungle, 丛林木门铃
cfm:door_bell_acacia, 金合欢木门铃
cfm:door_bell_dark_oak, 深色橡木门铃
cfm:fire_alarm_off, 火灾报警器
cfm:fire_alarm_on, 火灾报警器（开）
cfm:ceiling_light_off, 吸顶灯
cfm:stereo, 立体声音响
cfm:toilet, 马桶
cfm:basin, 盆池
cfm:wall_cabinet, 壁柜
cfm:bath_bottom, 浴缸
cfm:shower_bottom, 淋浴
cfm:shower_head_off, 花洒
cfm:bin, 储物仓
cfm:present:0, 白色礼物
cfm:present:1, 橙色礼物
cfm:present:2, 品红色礼物
cfm:present:3, 淡蓝色礼物
cfm:present:4, 黄色礼物
cfm:present:5, 黄绿色礼物
cfm:present:6, 粉红色礼物
cfm:present:7, 灰色礼物
cfm:present:8, 淡灰色礼物
cfm:present:9, 青色礼物
cfm:present:10, 紫色礼物
cfm:present:11, 蓝色礼物
cfm:present:12, 棕色礼物
cfm:present:13, 绿色礼物
cfm:present:14, 红色礼物
cfm:present:15, 黑色礼物
cfm:tree_bottom, 圣诞树
cfm:toaster, 烤面包机
cfm:microwave, 微波炉
cfm:washing_machine, 洗衣机
cfm:cookie_jar, 饼干罐
cfm:blender, 搅拌机
cfm:plate, 盘子
cfm:counter:0, 白色厨台
cfm:counter:1, 橙色厨台
cfm:counter:2, 品红色厨台
cfm:counter:3, 淡蓝色厨台
cfm:counter:4, 黄色厨台
cfm:counter:5, 黄绿色厨台
cfm:counter:6, 粉红色厨台
cfm:counter:7, 灰色厨台
cfm:counter:8, 淡灰色厨台
cfm:counter:9, 青色厨台
cfm:counter:10, 紫色厨台
cfm:counter:11, 蓝色厨台
cfm:counter:12, 棕色厨台
cfm:counter:13, 绿色厨台
cfm:counter:14, 红色厨台
cfm:counter:15, 黑色厨台
cfm:counter_sink:0, 白色厨台（水槽）
cfm:counter_sink:1, 橙色厨台（水槽）
cfm:counter_sink:2, 品红色厨台（水槽）
cfm:counter_sink:3, 淡蓝色厨台（水槽）
cfm:counter_sink:4, 黄色厨台（水槽）
cfm:counter_sink:5, 黄绿色厨台（水槽）
cfm:counter_sink:6, 粉红色厨台（水槽）
cfm:counter_sink:7, 灰色厨台（水槽）
cfm:counter_sink:8, 淡灰色厨台（水槽）
cfm:counter_sink:9, 青色厨台（水槽）
cfm:counter_sink:10, 紫色厨台（水槽）
cfm:counter_sink:11, 蓝色厨台（水槽）
cfm:counter_sink:12, 棕色厨台（水槽）
cfm:counter_sink:13, 绿色厨台（水槽）
cfm:counter_sink:14, 红色厨台（水槽）
cfm:counter_sink:15, 黑色厨台（水槽）
cfm:counter_drawer:0, 白色厨台抽屉
cfm:counter_drawer:1, 橙色厨台抽屉
cfm:counter_drawer:2, 品红色厨台抽屉
cfm:counter_drawer:3, 淡蓝色厨台抽屉
cfm:counter_drawer:4, 黄色厨台抽屉
cfm:counter_drawer:5, 黄绿色厨台抽屉
cfm:counter_drawer:6, 粉红色厨台抽屉
cfm:counter_drawer:7, 灰色厨台抽屉
cfm:counter_drawer:8, 淡灰色厨台抽屉
cfm:counter_drawer:9, 青色厨台抽屉
cfm:counter_drawer:10, 紫色厨台抽屉
cfm:counter_drawer:11, 蓝色厨台抽屉
cfm:counter_drawer:12, 棕色厨台抽屉
cfm:counter_drawer:13, 绿色厨台抽屉
cfm:counter_drawer:14, 红色厨台抽屉
cfm:counter_drawer:15, 黑色厨台抽屉
cfm:dishwasher, 洗碗机
cfm:cabinet_kitchen:0, 白色厨房橱柜
cfm:cabinet_kitchen:1, 橙色厨房橱柜
cfm:cabinet_kitchen:2, 品红色厨房橱柜
cfm:cabinet_kitchen:3, 淡蓝色厨房橱柜
cfm:cabinet_kitchen:4, 黄色厨房橱柜
cfm:cabinet_kitchen:5, 黄绿色厨房橱柜
cfm:cabinet_kitchen:6, 粉红色厨房橱柜
cfm:cabinet_kitchen:7, 灰色厨房橱柜
cfm:cabinet_kitchen:8, 淡灰色厨房橱柜
cfm:cabinet_kitchen:9, 青色厨房橱柜
cfm:cabinet_kitchen:10, 紫色厨房橱柜
cfm:cabinet_kitchen:11, 蓝色厨房橱柜
cfm:cabinet_kitchen:12, 棕色厨房橱柜
cfm:cabinet_kitchen:13, 绿色厨房橱柜
cfm:cabinet_kitchen:14, 红色厨房橱柜
cfm:cabinet_kitchen:15, 黑色厨房橱柜
cfm:chopping_board, 砧板
cfm:bar_stool:0, 白色酒吧椅
cfm:bar_stool:1, 橙色酒吧椅
cfm:bar_stool:2, 品红酒吧椅
cfm:bar_stool:3, 淡蓝色酒吧椅
cfm:bar_stool:4, 黄色酒吧椅
cfm:bar_stool:5, 黄绿色酒吧椅
cfm:bar_stool:6, 粉红色酒吧椅
cfm:bar_stool:7, 灰色酒吧椅
cfm:bar_stool:8, 淡灰色酒吧椅
cfm:bar_stool:9, 青色酒吧椅
cfm:bar_stool:10, 紫色酒吧椅
cfm:bar_stool:11, 蓝色酒吧椅
cfm:bar_stool:12, 棕色酒吧椅
cfm:bar_stool:13, 绿色酒吧椅
cfm:bar_stool:14, 红色酒吧椅
cfm:bar_stool:15, 黑色酒吧椅
cfm:mirror, 魔镜
cfm:mantel_piece, 壁炉台
cfm:grand_chair_bottom, 大椅子
cfm:candle, 蜡烛
cfm:chimney, 烟囱
cfm:wreath, 花环
cfm:fairy_light, 彩色小灯
cfm:fire_pit_on, 火堆
cfm:trampoline, 蹦床
cfm:crate, 板条箱
cfm:crate_spruce, 云杉木板条箱
cfm:crate_birch, 桦木板条箱
cfm:crate_jungle, 丛林木板条箱
cfm:crate_acacia, 金合欢木板条箱
cfm:crate_dark_oak, 深色橡木板条箱
cfm:bench, 长凳
cfm:table_outdoor, 户外用桌
cfm:grill, 烤架
cfm:divingboard_base, 跳板
cfm:door_mat:0, 白色门垫
cfm:door_mat:1, 橙色门垫
cfm:door_mat:2, 品红色门垫
cfm:door_mat:3, 淡蓝色门垫
cfm:door_mat:4, 黄色门垫
cfm:door_mat:5, 黄绿色门垫
cfm:door_mat:6, 粉红色门垫
cfm:door_mat:7, 灰色门垫
cfm:door_mat:8, 淡灰色门垫
cfm:door_mat:9, 青色门垫
cfm:door_mat:10, 紫色门垫
cfm:door_mat:11, 蓝色门垫
cfm:door_mat:12, 棕色门垫
cfm:door_mat:13, 绿色门垫
cfm:door_mat:14, 红色门垫
cfm:door_mat:15, 黑色门垫
cfm:esky:0, 白色冷藏箱
cfm:esky:1, 橙色冷藏箱
cfm:esky:2, 品红色冷藏箱
cfm:esky:3, 淡蓝色冷藏箱
cfm:esky:4, 黄色冷藏箱
cfm:esky:5, 黄绿色冷藏箱
cfm:esky:6, 粉红色冷藏箱
cfm:esky:7, 灰色冷藏箱
